page,value,x,y
/~nmchenry1/index_charts.html,9195,637,641
/~nmchenry1/index_charts.html,9212,656,645
/~nmchenry1/index_charts.html,9228,683,651
/~nmchenry1/index_charts.html,9245,710,658
/~nmchenry1/index_charts.html,9264,732,665
/~nmchenry1/index_charts.html,9278,738,667
/~nmchenry1/index_charts.html,9295,740,667
/~nmchenry1/index_charts.html,9312,741,667
/~nmchenry1/index_charts.html,9428.699951,428,399
/~nmchenry1/index_charts.html,9442.699951,436,381
/~nmchenry1/index_charts.html,9460.699951,442,372
/~nmchenry1/index_charts.html,9476.699951,450,358
/~nmchenry1/index_charts.html,9493.699951,457,348
/~nmchenry1/index_charts.html,9511.699951,459,347
/~nmchenry1/index_charts.html,9527.699951,460,343
/~nmchenry1/index_charts.html,9544.699951,462,342
/~nmchenry1/index_charts.html,9560.699951,462,341
/~nmchenry1/index_charts.html,9677,743,667
/~nmchenry1/index_charts.html,9695,756,666
/~nmchenry1/index_charts.html,9711,764,664
/~nmchenry1/index_charts.html,9728,776,663
/~nmchenry1/index_charts.html,9745,780,662
/~nmchenry1/index_charts.html,9761,783,661
/~nmchenry1/index_charts.html,9778,784,661
/~nmchenry1/index_charts.html,9794,785,661
/~nmchenry1/index_charts.html,9844,786,661
/~nmchenry1/index_charts.html,9861,786,660
/~nmchenry1/index_charts.html,9877.699951,464,341
/~nmchenry1/index_charts.html,9892.699951,494,347
/~nmchenry1/index_charts.html,9896,787,660
/~nmchenry1/index_charts.html,9910.699951,552,359
/~nmchenry1/index_charts.html,9913,788,659
/~nmchenry1/index_charts.html,9926.699951,650,372
/~nmchenry1/index_charts.html,9929,789,656
/~nmchenry1/index_charts.html,9943.699951,717,377
/~nmchenry1/index_charts.html,9945,791,654
/~nmchenry1/index_charts.html,9959.699951,748,380
/~nmchenry1/index_charts.html,9961,796,645
/~nmchenry1/index_charts.html,9977.699951,812,385
/~nmchenry1/index_charts.html,9978,802,635
/~nmchenry1/index_charts.html,9994,805,632
/~nmchenry1/index_charts.html,9994.699951,856,392
/~nmchenry1/index_charts.html,10010.69995,878,395
/~nmchenry1/index_charts.html,10012,808,625
/~nmchenry1/index_charts.html,10027.69995,882,395
/~nmchenry1/index_charts.html,10028,809,623
/~nmchenry1/index_charts.html,10043.69995,883,395
/~nmchenry1/index_charts.html,10046,809,622
/~nmchenry1/index_charts.html,10061,809,621
/~nmchenry1/index_charts.html,10276.69995,879,395
/~nmchenry1/index_charts.html,10294.69995,854,390
/~nmchenry1/index_charts.html,10310.69995,840,387
/~nmchenry1/index_charts.html,10312,810,621
/~nmchenry1/index_charts.html,10326.69995,820,378
/~nmchenry1/index_charts.html,10343.69995,807,373
/~nmchenry1/index_charts.html,10359.69995,804,371
/~nmchenry1/index_charts.html,10362,811,620
/~nmchenry1/index_charts.html,10378,811,619
/~nmchenry1/index_charts.html,10378.69995,801,370
/~nmchenry1/index_charts.html,10393.69995,799,369
/~nmchenry1/index_charts.html,10428,812,618
/~nmchenry1/index_charts.html,10443.69995,798,369
/~nmchenry1/index_charts.html,10445,813,618
/~nmchenry1/index_charts.html,10461,813,617
/~nmchenry1/index_charts.html,10477,814,617
/~nmchenry1/index_charts.html,10493.69995,797,369
/~nmchenry1/index_charts.html,10495,814,616
/~nmchenry1/index_charts.html,10528,815,616
/~nmchenry1/index_charts.html,10577.69995,796,369
/~nmchenry1/index_charts.html,10977,815,615
/~nmchenry1/index_charts.html,10994,819,611
/~nmchenry1/index_charts.html,11012,823,607
/~nmchenry1/index_charts.html,11028,828,600
/~nmchenry1/index_charts.html,11044,834,595
/~nmchenry1/index_charts.html,11061.69995,795,369
/~nmchenry1/index_charts.html,11062,835,592
/~nmchenry1/index_charts.html,11077.69995,792,368
/~nmchenry1/index_charts.html,11078,837,590
/~nmchenry1/index_charts.html,11094,840,587
/~nmchenry1/index_charts.html,11110.69995,789,368
/~nmchenry1/index_charts.html,11126.69995,787,367
/~nmchenry1/index_charts.html,11128,841,586
/~nmchenry1/index_charts.html,11142.69995,785,366
/~nmchenry1/index_charts.html,11146,841,585
/~nmchenry1/index_charts.html,11160.69995,784,365
/~nmchenry1/index_charts.html,11162,842,584
/~nmchenry1/index_charts.html,11177.69995,783,365
/~nmchenry1/index_charts.html,11193.69995,783,364
/~nmchenry1/index_charts.html,11195,843,583
/~nmchenry1/index_charts.html,11226.69995,782,364
/~nmchenry1/index_charts.html,11249,844,582
/~nmchenry1/index_charts.html,11264,844,581
/~nmchenry1/index_charts.html,11296,844,580
/~nmchenry1/index_charts.html,11312,845,579
/~nmchenry1/index_charts.html,11461,845,578
/~nmchenry1/index_charts.html,11478,845,577
/~nmchenry1/index_charts.html,11496,841,577
/~nmchenry1/index_charts.html,11511,837,576
/~nmchenry1/index_charts.html,11511.69995,782,363
/~nmchenry1/index_charts.html,11527.69995,786,358
/~nmchenry1/index_charts.html,11529,827,573
/~nmchenry1/index_charts.html,11543.69995,789,353
/~nmchenry1/index_charts.html,11545,821,571
/~nmchenry1/index_charts.html,11560.69995,796,345
/~nmchenry1/index_charts.html,11561,819,571
/~nmchenry1/index_charts.html,11577.69995,799,342
/~nmchenry1/index_charts.html,11578,818,571
/~nmchenry1/index_charts.html,11593.69995,800,342
/~nmchenry1/index_charts.html,11610.69995,800,340
/~nmchenry1/index_charts.html,11628,817,571
/~nmchenry1/index_charts.html,11662,816,571
/~nmchenry1/index_charts.html,11711,816,570
/~nmchenry1/index_charts.html,11729,815,570
/~nmchenry1/index_charts.html,11745,814,570
/~nmchenry1/index_charts.html,11961.69995,785,376
/~nmchenry1/index_charts.html,11977.69995,735,503
/~nmchenry1/index_charts.html,11993.69995,728,524
/~nmchenry1/index_charts.html,12010.69995,722,545
/~nmchenry1/index_charts.html,12026.69995,719,563
/~nmchenry1/index_charts.html,12042.69995,718,568
/~nmchenry1/index_charts.html,12060.69995,716,579
/~nmchenry1/index_charts.html,12093.69995,714,583
/~nmchenry1/index_charts.html,12443.69995,716,582
/~nmchenry1/index_charts.html,12460.69995,719,578
/~nmchenry1/index_charts.html,12476.69995,721,575
/~nmchenry1/index_charts.html,12493.69995,723,573
/~nmchenry1/index_charts.html,12510.69995,725,570
/~nmchenry1/index_charts.html,12526.69995,728,567
/~nmchenry1/index_charts.html,12543.69995,729,565
/~nmchenry1/index_charts.html,12560.69995,731,563
/~nmchenry1/index_charts.html,12576.69995,732,561
/~nmchenry1/index_charts.html,12594.69995,732,560
/~nmchenry1/index_charts.html,12628.69995,732,559
/~nmchenry1/index_charts.html,12729.69995,725,557
/~nmchenry1/index_charts.html,12743.69995,660,565
/~nmchenry1/index_charts.html,12759.69995,612,576
/~nmchenry1/index_charts.html,12776.69995,549,595
/~nmchenry1/index_charts.html,12793.69995,512,604
/~nmchenry1/index_charts.html,12810,813,726
/~nmchenry1/index_charts.html,12810.69995,492,607
/~nmchenry1/index_charts.html,12826,807,730
/~nmchenry1/index_charts.html,12827.69995,488,607
/~nmchenry1/index_charts.html,12842,802,732
/~nmchenry1/index_charts.html,12858,794,737
/~nmchenry1/index_charts.html,12876,789,740
/~nmchenry1/index_charts.html,12893,784,742
/~nmchenry1/index_charts.html,12909,783,743
/~nmchenry1/index_charts.html,12925,780,744
/~nmchenry1/index_charts.html,12942,779,745
/~nmchenry1/index_charts.html,12959,778,746
/~nmchenry1/index_charts.html,12976,776,747
/~nmchenry1/index_charts.html,13026,774,747
/~nmchenry1/index_charts.html,13076.69995,483,610
/~nmchenry1/index_charts.html,13093.69995,432,625
/~nmchenry1/index_charts.html,13112.69995,389,632
/~nmchenry1/index_charts.html,13127.69995,316,641
/~nmchenry1/index_charts.html,13143.69995,269,641
/~nmchenry1/index_charts.html,13160.69995,253,641
/~nmchenry1/index_charts.html,13176.69995,232,639
/~nmchenry1/index_charts.html,13194.69995,226,637
/~nmchenry1/index_charts.html,13210.69995,225,637
/~nmchenry1/index_charts.html,13376,768,751
/~nmchenry1/index_charts.html,13392,752,755
/~nmchenry1/index_charts.html,13409,741,759
/~nmchenry1/index_charts.html,13426,720,765
/~nmchenry1/index_charts.html,13442,701,771
/~nmchenry1/index_charts.html,13460,696,772
/~nmchenry1/index_charts.html,13475,689,774
/~nmchenry1/index_charts.html,13492,686,774
/~nmchenry1/index_charts.html,13526.69995,239,633
/~nmchenry1/index_charts.html,13542.69995,260,627
/~nmchenry1/index_charts.html,13559.69995,272,622
/~nmchenry1/index_charts.html,13577.69995,293,615
/~nmchenry1/index_charts.html,13609.69995,315,605
/~nmchenry1/index_charts.html,13626.69995,320,602
/~nmchenry1/index_charts.html,13643.69995,322,600
/~nmchenry1/index_charts.html,13676.69995,322,599
/~nmchenry1/index_charts.html,14026.69995,323,599
/~nmchenry1/index_charts.html,14044.69995,328,591
/~nmchenry1/index_charts.html,14060.69995,330,584
/~nmchenry1/index_charts.html,14076.69995,336,574
/~nmchenry1/index_charts.html,14092.69995,340,565
/~nmchenry1/index_charts.html,14109.69995,341,563
/~nmchenry1/index_charts.html,14126.69995,343,560
/~nmchenry1/index_charts.html,14143.69995,344,558
/~nmchenry1/index_charts.html,14159.69995,344,556
/~nmchenry1/index_charts.html,14176.69995,344,555
/~nmchenry1/index_charts.html,14193.69995,345,555
/~nmchenry1/index_charts.html,14210.69995,346,553
/~nmchenry1/index_charts.html,14544.69995,348,543
/~nmchenry1/index_charts.html,14562.69995,355,521
/~nmchenry1/index_charts.html,14578.69995,384,423
/~nmchenry1/index_charts.html,14593.69995,402,380
/~nmchenry1/index_charts.html,14610.69995,411,362
/~nmchenry1/index_charts.html,14626.69995,413,356
/~nmchenry1/index_charts.html,14642.69995,415,351
/~nmchenry1/index_charts.html,14660.69995,416,350
/~nmchenry1/index_charts.html,14676.69995,416,349
/~nmchenry1/index_charts.html,14693.69995,417,348
/~nmchenry1/index_charts.html,14892,685,775
/~nmchenry1/index_charts.html,14908,685,780
/~nmchenry1/index_charts.html,14910.69995,416,349
/~nmchenry1/index_charts.html,14926,685,785
/~nmchenry1/index_charts.html,14942.69995,416,351
/~nmchenry1/index_charts.html,14943,685,798
/~nmchenry1/index_charts.html,14958,685,812
/~nmchenry1/index_charts.html,14976,685,818
/~nmchenry1/index_charts.html,14992,687,826
/~nmchenry1/index_charts.html,14993.69995,414,352
/~nmchenry1/index_charts.html,15010,688,831
/~nmchenry1/index_charts.html,15011.69995,414,353
/~nmchenry1/index_charts.html,15025,689,833
/~nmchenry1/index_charts.html,15026.69995,413,354
/~nmchenry1/index_charts.html,15043,689,834
/~nmchenry1/index_charts.html,15044.69995,412,355
/~nmchenry1/index_charts.html,15060,690,836
/~nmchenry1/index_charts.html,15076,691,838
/~nmchenry1/index_charts.html,15093,691,839
/~nmchenry1/index_charts.html,15094.69995,411,356
